id,bedrooms,bathrooms,floors,condition,grade,sqft_above,yr_built,zipcode,sqft_living15,sqft_lot15,price
304100090,4,2,2,3,7,1500,1999,98001,1500,5952,215000
7227800110,6,2,1,4,5,1750,1943,98056,1750,9209,315000
7507500015,3,2,1,3,7,1200,1957,98133,1800,8171,442500
621069146,2,2,1,3,8,1180,1941,98042,1480,56192,311000
263000164,2,1,1,4,6,830,1925,98103,1280,6030,425000
263000291,3,2,1,4,6,1040,1919,98103,1200,5400,433500
1566100625,3,2,2,3,8,1610,1978,98115,1610,8288,450000
8861500015,3,2,2,4,8,1990,1987,98052,1990,10260,675000
8961990090,3,2,2,3,8,2070,1999,98074,1530,5606,535000
3584900090,3,2,1,4,7,1230,1967,98005,1950,10240,577000
8902000407,3,2,1,4,7,1290,1939,98125,1610,8528,480000
3026059014,3,2,1,4,6,1530,1914,98034,2670,14256,400000
7304300906,3,1,2,4,6,1280,1947,98155,1120,8184,304000
8155820110,3,2,1,3,7,1460,1990,98056,1570,7203,355000
722069232,4,3,2,3,10,3770,1992,98058,2290,37141,998000
1825069031,4,2,2,4,8,2060,1936,98074,2520,14789,550000
1825069031,4,2,2,4,8,2060,1936,98074,2520,14789,550000
3348401584,3,2,2,3,6,1400,1948,98178,1440,10825,210000
8029500100,3,2,2,3,9,2100,1990,98023,2330,8119,317000
7964410100,4,4,1,3,9,3270,1971,98074,2650,21781,700000
1457500026,3,1,1,3,7,1000,1969,98059,1490,10647,265000
7215730590,4,4,2,3,9,3150,2001,98075,3150,6986,700000
7525530100,5,4,2,3,10,3160,1990,98075,3260,12608,1020000
1925059194,4,2,1,3,8,2240,1972,98004,2840,20372,1150000
5561401110,4,2,1,4,8,1290,1985,98027,2740,36427,460000
7173700524,2,2,1,3,7,1000,1950,98115,1570,5500,410000
9828202215,4,3,1,5,7,1320,1921,98122,1430,4400,665000
4113800300,4,2,2,3,9,2420,1994,98056,2820,11129,600000
6145600855,4,2,1,3,7,1170,1967,98133,1480,3844,502000
2130702350,4,2,2,3,7,2310,1978,98019,1780,8041,364950
8815400735,3,2,2,5,7,1520,1927,98115,1870,4000,680000
5152600090,5,2,1,2,8,1670,1967,98003,2080,11000,235500
7852090750,4,2,2,3,8,2590,2001,98065,2620,6109,576000
2488200459,2,3,2,3,8,1140,2006,98136,1410,1273,405000
8035600590,3,3,1,4,8,1540,1989,98031,2240,7727,335000
4438000165,2,1,1,3,6,730,1953,98148,1170,7034,122000
6744700423,3,2,1,4,7,1070,1939,98155,2630,7050,432000
2473002100,4,2,1,4,8,2330,1974,98058,2640,10200,375000
4399200245,4,2,1,4,8,2460,1959,98002,1630,10216,276000
1326059085,3,2,2,3,8,1680,1977,98072,2440,107157,450000
6324000090,2,1,1,1,6,990,1910,98116,2150,5000,210000
9542830600,3,2,2,3,7,1450,2011,98038,2000,4000,279000
2767604580,3,2,2,5,7,1340,1900,98107,1470,1611,635000
662310900,3,2,2,3,9,2730,1998,98023,2710,8343,350000
1432600100,3,1,1,4,6,1140,1958,98058,1300,7560,218000
8928100025,4,2,2,3,7,1650,1944,98115,1760,6300,750000
1221039058,4,2,1,4,7,1150,1958,98023,2420,27500,310597
3840700600,3,1,1,4,5,700,1923,98034,1750,11998,355000
8691410100,5,3,2,3,9,3390,2004,98075,3210,5211,735000
7883607645,1,1,1,3,6,720,1940,98108,1040,6000,155000
9435300051,3,1,1,3,7,940,1965,98052,2090,9620,354000
6179900090,3,2,1,4,7,1400,1982,98028,2070,9968,415000
6840700165,1,1,1,4,7,590,1926,98122,780,1617,202000
2768301217,3,2,2,3,7,1470,1996,98107,1500,1873,580000
629000615,4,3,2,3,10,2180,1962,98004,2500,11194,1500000
7202360600,4,2,2,3,9,3500,2004,98053,3920,7982,790000
7852020590,3,2,2,3,8,2100,1999,98065,2100,4370,499900
2023039160,4,2,1,3,7,1820,1952,98070,1728,95832,525000
2597520090,4,2,2,3,9,2810,1989,98006,2800,9933,810000
8631600025,4,2,1,4,7,1330,1947,98133,1740,7058,425000
8100000110,3,2,1,3,7,1350,1993,98010,1470,7341,241250
5151800015,4,2,1,4,8,1600,1961,98003,2730,18429,318700
9521101055,4,2,2,5,8,2070,1917,98103,1950,3600,720000
2475901105,3,1,2,4,5,1280,1941,98024,1410,10500,291000
1726069202,3,2,1,3,7,1060,1983,98077,1310,11416,420000
3530450100,2,2,1,4,8,1000,1975,98198,1150,4000,210000
8941800100,3,3,2,3,9,2970,1991,98106,2970,11000,645000
809002215,5,2,2,4,7,2140,1907,98109,1920,3200,762000
6209000165,4,2,1,3,6,2290,1936,98146,1240,8215,247500
4178500100,3,2,2,4,7,1670,1990,98042,1570,7040,282500
1523069086,3,2,1,4,7,1460,1961,98027,2030,49222,395000
6121000090,3,2,1,3,7,1030,1960,98148,1560,8918,295000
3342100785,2,1,1,4,6,820,1954,98056,2270,5100,235000
6012500100,3,2,1,3,8,1450,1948,98105,1530,6334,770000
8682291720,2,2,1,3,8,1870,2006,98053,1670,4800,559950
5041300100,4,2,1,4,7,920,1942,98199,1800,5419,639000
2473101140,3,1,1,4,7,1140,1967,98058,1570,9375,314950
8121100600,3,1,1,4,7,1640,1946,98118,1540,6180,525000
724069059,3,2,2,3,11,3000,2001,98075,3000,15959,2400000
2755200110,3,2,1,4,8,1390,1960,98115,1290,5376,820000
6169901130,3,3,2,4,8,1790,1911,98119,2490,3600,1390000
6385000025,3,2,1,5,7,1290,1950,98116,1160,5700,521450
509000090,3,2,2,3,9,3190,1988,98074,3240,53143,760750
622059031,4,1,2,4,7,1540,1923,98031,2027,23522,759600
5358300100,3,2,1,4,8,1480,1966,98056,2070,7220,346150
4459800100,2,1,1,3,7,980,1926,98103,1520,5010,390000
2473371780,5,2,2,3,8,2450,1973,98058,2310,9100,359950
9393700110,3,2,2,4,6,910,1924,98116,1440,5120,430000
8691360490,4,4,2,3,10,4610,2000,98075,3900,11164,960000
9175600025,7,7,2,3,11,5080,1953,98166,2810,33190,800000
7605800090,3,2,2,3,9,2860,1999,98005,2360,5832,1010000
7334500090,3,2,1,3,7,1810,1970,98045,1360,12931,290000
8964800930,4,2,1,5,8,2240,1948,98004,2500,10918,1350000
2260800110,3,3,2,3,10,2440,2003,98027,3130,65775,777000
7550800945,2,1,2,4,7,1450,1921,98107,1470,5000,526000
1972205338,3,4,2,3,8,1200,2007,98119,1490,3017,550000
2946000590,3,2,1,4,7,1200,1958,98198,1500,8000,276000
5700003585,5,3,2,4,11,4140,1916,98144,4470,8050,2500000
7129302235,3,2,1,3,7,1040,1950,98118,1230,5650,325000
3278602490,3,2,3,3,8,1780,2007,98126,1780,1607,365000
685000115,8,6,2,3,8,4340,1967,98004,2050,9100,2150000
3423600025,4,3,2,3,9,1980,1925,98115,2010,3680,825050
7173700518,3,2,1,3,8,1500,1959,98115,1870,6800,690000
3277801450,4,1,2,3,6,1140,1958,98126,1140,1370,390000
1862400518,3,2,3,3,7,1320,1995,98117,1380,1503,385000
8078350090,3,2,2,3,8,2040,1987,98029,2170,7503,619000
1423089118,4,2,1,3,7,1170,1983,98045,2060,50094,494000
7980900011,3,2,1,3,8,1910,1955,98034,2010,8000,412450
5309100750,3,2,2,3,7,1460,1928,98117,1220,4062,580000
322059097,3,2,1,5,7,1420,1957,98042,1540,21780,269900
9834200165,4,2,2,5,7,1790,1928,98144,1710,4080,704300
2420069201,3,2,2,3,8,1390,2005,98022,1264,5550,267000
4167300300,4,2,1,3,7,1280,1976,98023,1980,9680,310000
1105000745,3,2,2,3,7,1570,1908,98118,1530,8125,227064
8927600100,3,2,2,5,7,1840,1943,98115,1800,6435,925000
8078490090,3,2,1,3,8,1670,1992,98022,1820,11152,245000
1736100090,3,1,1,3,7,1040,1969,98034,1520,7410,339888
3876200100,4,2,1,4,7,1560,1968,98034,1730,7500,439000
6844702290,2,1,1,2,7,1470,1940,98115,1840,6120,400000
4022906430,3,2,2,3,8,2070,1955,98155,2070,15002,560000
5040800015,2,1,1,3,8,1130,1941,98199,2460,6759,703011
9297301055,2,1,1,3,7,770,1926,98126,1510,4800,363000
318500300,4,3,2,3,9,2640,2001,98075,2640,5898,650000
1839910300,3,1,1,4,7,1030,1972,98034,1470,9044,299950
1446400785,3,1,1,3,6,1120,1942,98168,1120,6794,228950
4036800015,4,2,1,3,7,880,1956,98008,1570,7820,465000
8965500900,3,2,2,3,9,2090,1983,98006,2860,11483,725000
3751603173,3,1,1,4,7,920,1977,98001,1170,9600,212500
3423059140,4,2,2,3,8,2970,1983,98058,2260,6465,526000
114101055,3,2,2,3,8,1720,1993,98028,2280,5845,383000
2475200590,3,2,1,3,7,1460,1988,98055,1600,4557,244000
3856905010,3,2,2,5,7,1490,1930,98105,1620,4080,565000
7226500100,8,3,1,3,7,2850,1959,98055,1480,4942,373000
3580900090,3,2,1,3,7,1310,1962,98034,1310,8370,300000
9558000100,5,2,2,3,9,2430,2001,98058,2420,4770,405000
1872900076,3,2,1,4,8,1700,1954,98004,2630,17376,979000
1221059112,4,2,2,4,8,2160,1978,98092,1790,53578,324888
2877102495,3,2,1,3,6,860,1929,98117,1220,4300,445000
4400200057,3,4,2,3,8,1520,2006,98112,1230,3640,761000
1049010300,4,2,1,3,7,1130,1972,98034,1650,5184,435000
6802210090,3,2,1,3,7,1180,1991,98022,1540,8410,252000
726049232,3,2,2,3,7,1660,1957,98133,1640,8906,350000
3262300940,3,1,1,4,7,1220,1955,98039,1910,8119,875000
3262300940,3,1,1,4,7,1220,1955,98039,1910,8119,940000
1214700090,3,2,1,3,7,1780,1964,98148,2140,8449,280000
8564950300,3,2,2,3,8,2180,2004,98011,2540,4607,450000
3321069006,3,2,2,3,9,3520,2004,98092,2310,165963,905000
3751601501,3,2,2,3,8,2220,1998,98001,2420,19249,382450
1156000100,3,2,1,4,7,1610,1967,98042,1610,15725,246700
3972900735,3,2,1,3,6,1070,1956,98155,1480,8400,220000
6888900115,3,1,1,2,6,910,1913,98118,1200,4880,555750
3031200165,3,2,1,3,7,1160,1962,98118,1160,8906,262500
5683000033,2,1,1,3,7,910,1949,98115,1600,5200,515000
7230000265,3,2,2,3,9,2970,1998,98059,2040,27917,499500
985001015,1,1,1,3,6,790,1942,98168,1240,7137,135000
2815600215,2,2,2,3,7,1540,1948,98136,1540,7072,462500
3585900090,4,2,1,3,9,2530,1956,98177,3680,23000,937500
5101407370,3,2,1,3,7,1280,1941,98125,1390,9570,458000
871001105,4,3,2,3,8,2100,1933,98199,2200,6122,845000
424069233,3,2,2,3,8,2675,1984,98075,2300,39438,660000
3830630090,3,2,1,4,7,1340,1987,98030,1630,6458,265000
1997200215,9,4,2,3,7,2450,1938,98103,1460,6291,599999
1898310110,3,2,2,3,8,1800,1987,98023,1770,8390,280000
3407700047,3,3,2,4,10,2990,1974,98072,3500,48760,1060000
9542100165,4,3,1,4,9,1930,1960,98005,3160,15300,875000
7140800100,3,1,1,4,6,920,1961,98002,1120,7276,125000
7202340930,4,3,2,3,7,3280,2005,98053,2600,5004,634800
9262800057,4,1,1,2,7,1440,1964,98001,1740,43560,269950
1159100100,3,2,1,4,8,1100,1981,98178,2180,8954,359950
7230900100,3,2,1,4,8,1590,1979,98056,1970,9960,417000
8682301910,2,2,1,3,8,1340,2007,98053,1350,4273,389000
7701450110,4,2,2,3,11,3770,1997,98006,3710,9685,1040000
1725059209,6,2,1,5,7,1340,1967,98033,2200,9875,698000
4025300195,4,2,2,3,8,2820,2008,98155,1560,10125,685000
985000900,3,2,1,3,5,1520,1932,98168,1240,8602,198500
7140700850,4,2,2,3,8,2560,2012,98042,2620,5428,350000
522079067,3,2,1,3,8,2160,1919,98038,2340,189050,649950
1387300940,3,2,1,3,7,1540,1968,98011,1560,7500,441000
8562700090,3,2,1,4,8,1430,1964,98052,2040,10035,462600
2122059236,4,2,2,3,7,2506,2006,98030,2070,8260,365070
514500090,4,2,1,5,7,1200,1956,98005,1440,7500,550000
5680001095,5,2,1,4,7,1370,1945,98144,1990,4800,470000
2475900855,3,2,1,3,6,1540,1977,98024,1090,7500,340000
8669400100,4,3,1,4,9,2040,1965,98005,3050,36884,910000
3824100051,4,2,1,3,7,1190,1979,98028,1880,9861,405000
952004875,4,2,2,4,8,1420,1932,98126,1810,5750,661000
9522350090,4,2,2,3,9,2410,1993,98034,2240,7184,635000
1787600252,2,1,1,3,7,950,1948,98125,1790,8455,282000
7148000315,4,2,2,3,7,1720,1956,98188,1350,10205,235000
2180001080,3,2,2,4,7,1260,1981,98023,1430,13000,277500
1328330590,5,2,1,4,8,1430,1978,98058,1680,8959,346500
34001304,5,2,1,3,7,1490,1959,98136,2010,6050,480000
1558500100,4,2,2,3,8,1930,1996,98019,2170,6548,360000
2887950110,3,2,1,3,7,1420,1994,98092,1710,6055,245000
6852700412,3,4,2,3,8,1240,1995,98102,1560,1662,625000
1798000100,5,3,2,4,8,1450,1911,98115,2070,4000,750500
9516500100,3,2,1,3,8,1180,1977,98072,1750,9829,525000
203400090,4,4,2,3,9,2950,1998,98053,2870,28945,740000
4036800805,3,2,1,4,7,1240,1957,98008,1260,7500,523000
7129302615,3,2,2,5,8,1090,1929,98118,1640,5225,292000
7278700100,4,2,1,3,8,1820,1961,98177,2660,8280,625000
7852070090,3,2,2,3,9,3110,2002,98065,4240,13353,700000
1250200552,3,2,2,3,7,1280,2007,98144,1480,1602,399950
9126100608,4,4,3,3,8,1650,2007,98122,1740,1883,545000
396100025,4,2,1,5,6,870,1954,98133,1560,7200,339999
9184700600,4,2,2,5,8,2180,1909,98122,2880,6000,1210000
4221250090,3,2,2,3,8,1990,2003,98075,2280,4506,545000
8731901810,4,2,1,4,8,1960,1967,98023,2080,8400,260000
7977201707,3,2,1,3,7,960,1992,98115,1680,4080,526000
3260350090,4,3,2,3,9,2910,2003,98059,3040,6091,701000
7399300850,3,2,1,4,7,1210,1968,98055,1480,7308,290000
461002551,1,1,1,3,7,580,1908,98117,1260,4000,330600
9158100090,3,2,1,3,7,1270,1949,98177,1950,8280,550500
9358002305,2,1,1,3,7,950,1949,98126,1360,2550,430000
6447300265,4,6,2,3,12,5760,2008,98039,3140,15996,4000000
2235000015,2,1,1,3,7,810,1928,98126,1490,4560,260600
9523104345,5,3,2,4,8,2720,1961,98103,2000,4545,825000
6139100056,4,2,1,5,7,1300,1956,98155,1700,9450,378950
808300090,4,2,2,3,7,2650,2000,98019,2590,13218,435000
8077100031,3,2,2,3,9,1250,2015,98115,1610,5191,631000
1402650110,3,2,2,3,8,2480,1986,98058,2300,8303,415000
7985000100,3,2,1,3,8,1070,1967,98003,1650,7560,222000
1796350690,3,2,1,3,7,1390,1987,98042,1390,7875,245000
7504110110,3,2,2,4,10,2880,1985,98074,2960,10514,720000
4324500490,3,1,1,4,7,1060,1960,98032,1620,8760,215000
1257202120,2,1,1,3,7,830,1924,98103,1760,4080,579100
3987700115,4,2,2,4,7,870,1943,98056,2460,14326,522500
9137101353,3,2,1,4,7,910,1972,98115,1620,4000,489000
3298701066,3,1,2,4,6,1230,1925,98106,1280,1572,240000
8682290100,3,2,1,3,8,1510,2007,98053,1510,3657,420250
4055700778,4,2,2,3,8,2120,1967,98034,2700,14190,523000
438000025,4,2,1,3,8,1430,1958,98115,2030,5874,628000
2474400300,4,2,2,4,8,1920,1990,98031,2300,7645,320000
87000283,3,2,2,3,8,1980,1999,98055,1700,20580,359950
2946001645,2,1,1,4,6,1200,1958,98198,1200,7500,232000
9294300495,4,2,1,4,8,1210,1961,98115,2660,6050,810000
492000475,4,2,2,4,7,1890,1921,98002,1420,6564,245000
3876540600,3,2,1,3,7,1470,1984,98003,1510,8192,273000
4122500100,5,2,1,3,8,1720,1959,98004,3180,16624,1190000
2461900945,5,1,2,4,7,1450,1917,98136,1950,6250,438000
7221400495,3,2,1,4,8,2110,1959,98055,880,10077,400000
2349300090,3,1,1,4,7,1250,1951,98126,1404,4800,340000
9523100459,2,2,3,3,9,1380,2006,98103,1430,3400,552000
3856904580,3,2,2,3,8,2050,1991,98105,1890,4080,790000
7345600755,3,2,2,3,8,1800,1931,98168,1440,16640,360000
798000457,3,1,1,3,7,1310,1934,98168,1530,13154,235000
7986400945,2,1,1,3,7,1010,1913,98107,1540,3600,775000
395300100,3,3,2,5,7,1850,1965,98034,1250,10500,489200
2473510090,3,2,2,4,8,1750,1977,98058,1680,7910,341000
1329300300,4,2,2,3,8,2154,2012,98030,2305,5769,335000
952007069,3,2,2,3,8,1010,2004,98116,1170,1942,393500
8073000265,3,2,1,4,6,980,1940,98178,2190,6363,360000
952004745,4,1,1,3,6,870,1923,98126,1270,5750,400800
1376800115,3,1,1,3,7,1190,1939,98199,1810,5559,585000
6613000750,4,3,2,3,9,2480,1936,98105,3200,5000,1600000
2303900090,4,2,2,4,12,4390,1994,98177,3420,28475,2880000
6713700025,3,1,1,4,7,1220,1955,98133,1510,12600,300000
4083304535,4,3,2,5,7,1810,1912,98103,2000,4560,1050000
3626039403,3,2,2,3,7,1040,1999,98117,1220,1110,360000
254000100,4,2,2,4,8,2220,1926,98146,1660,4800,665900
2724049076,4,1,2,4,7,2000,1911,98118,1800,7080,470000
8562500690,4,2,1,4,8,1070,1963,98052,1310,7975,581000
3834500195,6,4,1,3,8,1500,1979,98125,1400,8403,527000
2207100405,4,2,1,4,7,880,1955,98007,1550,7245,423000
9482700475,4,4,2,3,7,2040,1926,98103,1860,4416,875000
7905200386,3,1,1,3,7,1020,1951,98116,1440,6678,410000
8680500090,3,2,2,3,9,2200,1997,98072,2320,6098,606000
3424089119,3,2,2,3,7,3240,1997,98045,2570,204732,654000
1437500015,3,1,2,4,5,490,1959,98014,800,18297,150000
3298700110,3,2,1,3,7,1550,2003,98106,1800,6771,373000
6300000337,5,2,1,4,7,1240,1900,98133,1310,5693,550000
8561200110,3,2,2,3,8,1900,1990,98033,1980,9583,512500
2781250110,4,2,2,3,7,2640,2003,98038,2640,6383,360000
4442800008,3,2,3,3,8,1340,1997,98117,1340,1321,369000
2619920110,4,2,2,3,9,3220,2003,98033,3220,4921,825000
7334501130,3,2,1,3,7,930,1978,98045,1280,11250,255000
9471200115,4,2,1,3,10,2260,1946,98105,3490,10800,1290000
2597500090,5,2,2,4,8,2630,1968,98002,1780,8575,270000
8665050490,3,2,2,3,8,1730,1996,98029,1610,4313,480680
1736800740,4,2,1,3,8,1220,1965,98007,2160,7725,525000
6163901751,3,1,2,5,6,880,1946,98155,1170,9238,291500
2323059184,4,2,1,4,7,1800,1974,98059,1730,13551,305000
7349650490,3,2,1,3,7,1600,1998,98002,1620,7461,285000
1025039086,3,2,2,3,11,3280,1925,98199,3530,21074,1880000
274100090,5,2,1,3,7,1790,1968,98030,2380,7000,329500
3342104046,4,2,3,3,10,2890,1984,98056,2870,11151,1570000
7893801862,3,2,1,3,7,1330,1991,98198,2100,8125,379260
7852060490,3,2,2,3,7,1590,2000,98065,1590,3411,356000
7923300115,4,2,1,4,7,1710,1956,98007,1360,10133,571900
2868300115,3,2,2,3,7,1995,1957,98198,1980,13640,271500
9477001270,3,2,1,4,7,1300,1967,98034,1520,7713,390000
522069119,3,2,1,3,8,2040,1985,98038,2770,204296,550000
2025049175,2,2,2,3,8,1360,1999,98102,1920,2092,755000
2771604226,2,2,2,3,8,1300,1994,98199,1880,3675,509500
2917200615,2,1,1,3,7,1080,1942,98103,1200,6211,486700
9551201295,2,1,2,3,7,1170,1910,98103,1530,4000,527500
7443000985,5,2,2,3,6,1510,1912,98119,1780,3600,475000
3395041194,3,3,2,3,7,1810,2001,98108,1800,2537,268000
1024069162,3,2,2,4,8,3250,1978,98075,2370,47480,562000
5452800735,4,2,1,4,9,1310,1975,98040,2810,13475,780000
2902200015,9,3,2,3,7,2830,1908,98102,1960,2450,700000
1698900195,3,2,1,4,8,1040,1931,98109,1790,3000,710000
442000015,3,1,1,4,7,910,1947,98115,1500,5664,445000
222069058,3,3,1,3,9,2250,2005,98038,2760,84070,729000
2926049449,3,3,3,3,8,1689,2008,98125,1459,1384,384400
6071800100,6,3,1,3,8,1430,1962,98006,1920,13452,815000
4003000110,4,2,3,4,10,2710,1990,98122,1810,3586,865000
925059198,3,2,1,4,7,1770,1967,98033,2250,11250,514000
6072700110,4,3,1,3,8,1860,1965,98006,2580,13193,615000
1926069143,4,3,1,4,8,2000,1980,98072,3460,47920,865000
2871000300,4,2,2,3,9,3110,2004,98052,3090,7000,755000
6163900301,4,1,1,3,7,1080,1953,98155,1580,8502,425000
4318200090,2,1,1,3,6,940,1910,98136,1330,8740,375000
9526600090,4,2,2,3,8,2680,2009,98052,2750,4548,750000
629420100,4,3,2,3,9,3190,2005,98075,3160,5773,722000
6905200215,3,2,2,3,9,1920,1949,98119,1790,4500,1010000
7202430110,3,2,2,3,9,2610,1996,98052,2610,8458,725000
87000245,3,1,1,2,6,1040,1947,98055,1270,24090,170000
6667400090,4,3,1,3,11,2270,1982,98005,1910,167378,845000
6802200100,3,2,2,4,7,1450,1991,98022,1450,8653,271900
913000315,6,4,3,4,9,2782,1977,98116,1100,3870,1300000
8732030490,4,2,1,3,8,1500,1977,98023,2210,7800,261500
3629920600,3,2,2,3,9,2170,2003,98029,2170,5000,619500
1524079156,5,2,1,3,7,1450,1986,98024,1300,10800,435000
6450301690,3,1,1,3,7,1000,1954,98133,1320,5250,210000
5309101050,3,2,1,4,7,790,1909,98117,1350,5350,489950
8857600820,4,2,1,3,7,1100,1962,98032,1480,8120,260000
3500100025,4,1,1,3,7,1370,1949,98155,1370,8187,300000
5152100110,4,2,1,3,8,1330,1966,98003,2310,14034,530000
3298600850,3,2,1,4,8,1370,1977,98092,2100,15260,235000
3856902250,3,1,2,4,8,1370,1918,98105,1370,4000,593500
8887001140,3,3,2,4,8,2330,1975,98070,1830,30494,562000
2621069066,3,2,2,3,9,3190,1994,98022,2930,206474,585000
251620090,4,3,1,3,10,3300,1977,98004,4020,20008,2400000
3546000090,3,2,1,3,7,1690,1986,98030,1690,7532,199500
3359500755,5,1,2,3,7,1690,1914,98115,1230,4500,544500
3579800485,3,1,1,3,7,1430,1962,98034,1670,10075,394900
2919201335,4,4,2,3,9,1980,2009,98103,1480,3840,912000
1796370930,3,2,2,4,7,1490,1990,98042,1640,7943,260000
3864000090,5,3,1,5,8,1900,1964,98006,2930,10669,858000
8651100110,4,2,1,5,9,1870,1963,98040,3560,15993,1280000
8731730590,4,2,1,4,7,1490,1970,98031,1180,8372,242150
1761100300,3,2,1,3,7,1230,1986,98023,1540,7210,220000
9542800820,3,2,1,4,7,1340,1977,98023,1690,7840,235000
2644900110,3,2,1,4,7,1530,1978,98133,1940,9883,370000
1626069198,3,2,1,3,8,1390,1981,98077,2410,44866,450000
5101408593,5,2,1,3,8,1280,1956,98125,1870,6380,534950
7853270100,4,2,2,3,9,3470,2005,98065,3450,9380,730000
3308030100,4,2,1,4,8,1550,1983,98030,2350,15390,465000
1330280100,3,1,1,4,7,1100,1955,98030,1770,6050,178000
2212200090,3,1,1,3,7,1080,1976,98031,1800,7600,215000
9264921140,3,3,1,3,8,1210,1984,98023,2450,7989,300000
8902000068,3,2,1,3,7,1230,1973,98125,1950,8089,430000
7338000850,3,2,2,4,6,1280,1985,98002,1280,4366,183000
2770600853,3,2,2,3,8,1530,2007,98199,1760,1750,585000
4239400740,3,1,2,4,6,1170,1969,98092,1090,3330,192950
6184700100,2,1,1,3,7,1550,1930,98117,1340,6350,599000
3157600615,3,1,1,4,7,1060,1968,98106,1060,7457,326500
6145601810,2,1,1,3,7,1040,1944,98133,1040,3844,358803
1235700042,3,2,2,5,7,1550,1999,98033,2610,10800,537000
7781600025,3,2,1,4,9,1580,1961,98146,2800,24121,1160000
7116500705,2,1,1,4,6,920,1950,98002,1210,6180,156000
2320069206,3,1,2,5,6,1250,1939,98022,1250,8792,219000
1794501390,3,2,2,4,8,1630,1922,98119,2520,5400,1190000
2122059160,5,2,1,3,8,1380,1978,98030,1920,8366,248000
2421069039,3,2,1,4,7,1340,1987,98010,2250,232230,340000
5452800495,5,2,1,4,8,1400,1975,98040,2440,15300,899100
4024100961,3,2,1,3,7,1830,1963,98155,1850,8624,346950
7857001560,3,1,2,3,6,1740,1928,98108,1520,3578,330000
9540100025,3,1,1,3,7,1410,1954,98177,1580,8250,325000
2473410740,3,2,1,3,8,1460,1975,98058,2050,7210,315000
2770604365,3,2,2,3,9,1200,2014,98119,1680,1627,649950
173000025,3,1,2,4,6,1130,1942,98133,1350,1358,316000
7853340490,2,2,2,3,8,1620,2008,98065,1750,2828,386000
239000115,2,2,1,3,7,1450,1982,98188,1830,12178,535000
9528101032,3,3,3,3,7,1520,2003,98115,1520,1500,600000
5416100110,4,2,2,3,8,2840,2001,98022,2630,9900,339000
4331000265,3,2,1,3,7,1520,1949,98166,1740,8464,167000
5249803885,3,1,1,3,8,1740,1952,98118,1600,4800,430000
7853301390,4,4,2,3,9,4000,2007,98065,3920,8048,688000
1376800025,3,2,1,4,9,1670,1948,98199,2780,6000,834500
7639900025,4,4,1,5,9,2140,1951,98177,3110,8750,1080000
2822059262,3,1,1,3,7,1060,1960,98030,1900,5971,250000
8113100850,3,1,2,3,7,1290,1926,98118,1160,5040,402500
565300110,3,2,1,3,8,1600,1978,98034,2020,7300,432500
1887000100,5,2,1,3,7,1380,1972,98028,2028,11078,485000
8731990090,4,3,1,4,9,1580,1978,98023,2930,9758,560000
3432500705,4,2,2,3,7,2200,1990,98155,1090,8290,410000
1015500300,3,2,1,3,8,1470,1980,98034,1930,7344,455000
3972300100,4,2,1,4,7,1190,1975,98155,1350,8972,459500
3876300600,4,2,1,3,7,1610,1968,98034,1870,11850,371000
2111010940,3,2,2,3,7,2120,2002,98092,2420,3400,289500
2771102158,3,4,2,3,8,1160,2007,98199,1390,1282,395000
1498304065,2,1,1,4,7,1090,1923,98144,1720,5000,496752
6150200375,2,1,1,3,6,860,1943,98133,1220,6800,227000
3343901340,3,2,1,3,7,1460,1985,98056,1550,8800,330000
4037800015,5,2,1,4,7,1340,1958,98008,1750,8610,480000
1626079066,2,1,1,3,6,1120,1976,98019,1480,217800,290000
6200017,3,1,2,4,5,1340,1945,98032,1340,37703,281000
5249805090,4,2,2,3,8,1780,1926,98118,1710,3600,705000
4217401055,4,2,2,5,8,1910,1909,98105,2470,4000,1400000
7738500475,4,3,1,3,7,1410,1958,98155,2320,6611,485000
2767603250,3,2,3,3,8,1550,2003,98107,1550,2918,622000
2620069113,3,2,1,4,8,1600,1958,98022,1600,39848,380000
3760500336,4,3,2,4,10,3190,1982,98034,2750,13496,2130000
5101404563,3,2,1,4,7,980,1939,98115,1480,6380,561500
9407000600,3,1,1,3,7,970,1972,98045,1110,9600,242000
9353300600,3,2,1,4,7,1360,1966,98059,1650,10726,348500
9353300600,3,2,1,4,7,1360,1966,98059,1650,10726,370000
993000090,6,4,2,4,8,3810,1977,98103,1610,4561,752000
1796361140,3,2,1,3,7,1100,1985,98042,1540,7860,230000
1112000031,3,2,3,3,9,1990,2012,98118,1280,5000,715000
2822049160,3,2,1,3,7,1120,1968,98198,1900,8736,240415
3856904560,4,2,2,3,7,1460,1922,98105,1620,4080,562000
2492200956,3,2,1,5,6,1170,1917,98126,920,4242,360000
2770604079,3,2,2,3,9,1080,2014,98119,1610,1249,659950
2719100042,3,2,2,3,9,1430,2012,98136,1780,1562,458500
7899800864,2,2,2,3,9,720,2008,98106,1070,928,259950
9485750110,3,2,1,3,8,1680,1989,98055,2220,5664,366000
2024059058,4,3,2,3,9,2890,2014,98006,2890,10108,978000
7977201865,2,1,1,3,7,1060,1947,98115,1800,5100,525000
4232900940,3,2,2,3,8,1660,1907,98119,1690,4000,926300
3364900375,2,1,1,3,7,1620,1951,98115,1650,4590,750000
4151800375,2,1,1,4,6,960,1942,98033,1460,6054,660000
